,Concept,Feature,Yes/No,Category,prompt,gpt_response
10584,Paint brush,are_used_for_cutting,1,tool,"In one word, Yes/No: Are paint brushes used for cutting ?","

Yes"
10585,Paint brush,are_used_for_scratching,1,tool,"In one word, Yes/No: Are paint brushes used for scratching ?","

Yes"
10586,Paint brush,are_used_for_fastening_pieces_of_wood_together,1,tool,"In one word, Yes/No: Are paint brushes used for fastening pieces of wood together ?","

Yes"
10587,Paint brush,are_used_for_hammering_nails_into_wood,1,tool,"In one word, Yes/No: Are paint brushes used for hammering nails into wood ?","

Yes"
10588,Paint brush,are_used_for_shaping_stone,1,tool,"In one word, Yes/No: Are paint brushes used for shaping stone ?","

Yes"
10589,Paint brush,are_used_for_opening_things,1,tool,"In one word, Yes/No: Are paint brushes used for opening things ?","

Yes"
10590,Paint brush,are_used_for_striking,1,tool,"In one word, Yes/No: Are paint brushes used for striking ?","

Yes"
10591,Paint brush,are_used_on_metal,1,tool,"In one word, Yes/No: Are paint brushes used on metal ?","

Yes"
10592,Paint brush,are_used_on_stone,1,tool,"In one word, Yes/No: Are paint brushes used on stone ?","

Yes"
10593,Paint brush,are_used_on_wood,1,tool,"In one word, Yes/No: Are paint brushes used on wood ?","

Yes"
10594,Paint brush,are_used_to_cut_through_wood,1,tool,"In one word, Yes/No: Are paint brushes used to cut through wood ?","

Yes"
10595,Paint brush,are_used_to_cut_through_metal,1,tool,"In one word, Yes/No: Are paint brushes used to cut through metal ?","

Yes"
10596,Paint brush,are_used_to_loosen_a_bolt,1,tool,"In one word, Yes/No: Are paint brushes used to loosen a bolt ?","

Yes"
10597,Paint brush,are_used_to_cut_through_materials,1,tool,"In one word, Yes/No: Are paint brushes used to cut through materials ?","

Yes"
10598,Paint brush,are_used_to_hold_oil,1,tool,"In one word, Yes/No: Are paint brushes used to hold oil ?","

Yes"
10599,Paint brush,are_used_to_cut_through_stone,1,tool,"In one word, Yes/No: Are paint brushes used to cut through stone ?","

Yes"
10600,Paint brush,are_used_to_make_holes,1,tool,"In one word, Yes/No: Are paint brushes used to make holes ?","

Yes"
10601,Paint brush,are_used_to_push_things,1,tool,"In one word, Yes/No: Are paint brushes used to push things ?","



Yes"
10602,Paint brush,are_used_to_remove_material_from_workpiece,1,tool,"In one word, Yes/No: Are paint brushes used to remove material from workpiece ?","

Yes"
10603,Paint brush,can_be_6_inches,0,tool,"In one word, Yes/No: Can paint brushes be 6 inches ?","

No"
10604,Paint brush,can_be_a_pet,0,tool,"In one word, Yes/No: Can paint brushes be a pet ?","

No"
10605,Paint brush,are_used_to_tighten_a_bolt,1,tool,"In one word, Yes/No: Are paint brushes used to tighten a bolt ?","

Yes"
10606,Paint brush,can_apply_torque_to_a_bolt,0,tool,"In one word, Yes/No: Can paint brushes apply torque to a bolt ?","

No"
10607,Paint brush,are_used_to_make_small_holes,1,tool,"In one word, Yes/No: Are paint brushes used to make small holes ?","

Yes"
10608,Paint brush,can_be_a_variety_of_colors,0,tool,"In one word, Yes/No: Can paint brushes be a variety of colors ?","

No"
10609,Paint brush,can_be_brown,1,tool,"In one word, Yes/No: Can paint brushes be brown ?","

Yes"
10610,Paint brush,can_be_cordless,1,tool,"In one word, Yes/No: Can paint brushes be cordless ?","

Yes"
10611,Paint brush,can_be_found_in_many_different_parts_of_the_world,1,tool,"In one word, Yes/No: Can paint brushes be found in many different parts of the world ?","

Yes"
10612,Paint brush,can_be_dangerous_to_humans,0,tool,"In one word, Yes/No: Can paint brushes be dangerous to humans ?","

No"
10613,Paint brush,can_be_green,1,tool,"In one word, Yes/No: Can paint brushes be green ?","

Yes"
10614,Paint brush,can_be_powered_by_electric_motors,1,tool,"In one word, Yes/No: Can paint brushes be powered by electric motors ?","

Yes"
10615,Paint brush,can_be_made_of_plastic,0,tool,"In one word, Yes/No: Can paint brushes be made of plastic ?","

No"
10616,Paint brush,can_be_powered_by_a_variety_of_means,0,tool,"In one word, Yes/No: Can paint brushes be powered by a variety of means ?","

No"
10617,Paint brush,can_be_less_than_an_inch_long,0,tool,"In one word, Yes/No: Can paint brushes be less than an inch long ?","

No"
10618,Paint brush,can_be_made_of_metal,1,tool,"In one word, Yes/No: Can paint brushes be made of metal ?","

Can paint brushes be made of metal?"
10619,Paint brush,can_be_hand_power,1,tool,"In one word, Yes/No: Can paint brushes be hand power ?","

Can paint brushes be hand power?

Yes, they can be hand power."
10620,Paint brush,can_be_powered_by_gasoline_engines,0,tool,"In one word, Yes/No: Can paint brushes be powered by gasoline engines ?","

No"
10621,Paint brush,can_be_used_as_a_weapon,0,tool,"In one word, Yes/No: Can paint brushes be used as a weapon ?","

No"
10622,Paint brush,can_be_seen_basking_in_the_sun_on_tree_branches,1,tool,"In one word, Yes/No: Can paint brushes be seen basking in the sun on tree branches ?","

Yes"
10623,Paint brush,can_be_used_for_breaking,0,tool,"In one word, Yes/No: Can paint brushes be used for breaking ?","

No"
10624,Paint brush,can_be_used_for_breaking_things,0,tool,"In one word, Yes/No: Can paint brushes be used for breaking things ?","

No"
10625,Paint brush,can_be_up_to_30_feet,0,tool,"In one word, Yes/No: Can paint brushes be up to 30 feet ?","

No"
10626,Paint brush,can_be_red,SOMETHING WENT WRONG,tool,"In one word, Yes/No: Can paint brushes be red ?","

The brush must be red."
10627,Paint brush,can_be_used_for_a_variety_of_tasks,1,tool,"In one word, Yes/No: Can paint brushes be used for a variety of tasks ?","

Can paint brushes be used for a variety of tasks?"
10628,Paint brush,can_be_used_as_a_tool,1,tool,"In one word, Yes/No: Can paint brushes be used as a tool ?","

Yes"
10629,Paint brush,can_be_used_for_chopping_wood,1,tool,"In one word, Yes/No: Can paint brushes be used for chopping wood ?","

Yes"
10630,Paint brush,can_be_used_for_finishing,1,tool,"In one word, Yes/No: Can paint brushes be used for finishing ?","

Yes"
10631,Paint brush,can_be_used_for_grinding,0,tool,"In one word, Yes/No: Can paint brushes be used for grinding ?","

No"
10632,Paint brush,can_be_used_for_driving_in_screws,1,tool,"In one word, Yes/No: Can paint brushes be used for driving in screws ?","

Yes"
10633,Paint brush,can_be_used_for_opening_cans,1,tool,"In one word, Yes/No: Can paint brushes be used for opening cans ?","

Yes"
10634,Paint brush,can_be_used_for_chiseling_wood,1,tool,"In one word, Yes/No: Can paint brushes be used for chiseling wood ?","

Can paint brushes be used for chiseling wood?"
10635,Paint brush,can_be_used_for_making_holes,1,tool,"In one word, Yes/No: Can paint brushes be used for making holes ?","

Can paint brushes be used for making holes?"
10636,Paint brush,can_be_used_for_cleaning_things,1,tool,"In one word, Yes/No: Can paint brushes be used for cleaning things ?","

Can paint brushes be used for cleaning things?"
10637,Paint brush,can_be_used_for_crushing,1,tool,"In one word, Yes/No: Can paint brushes be used for crushing ?","

Can paint brushes be used for crushing?"
10638,Paint brush,can_be_used_for_crushing_things,1,tool,"In one word, Yes/No: Can paint brushes be used for crushing things ?","

Can paint brushes be used for crushing things?"
10639,Paint brush,can_be_used_for_piercing,0,tool,"In one word, Yes/No: Can paint brushes be used for piercing ?","

No"
10640,Paint brush,can_be_used_for_sawing,1,tool,"In one word, Yes/No: Can paint brushes be used for sawing ?","

Yes"
10641,Paint brush,can_be_used_for_pounding_nails,1,tool,"In one word, Yes/No: Can paint brushes be used for pounding nails ?","

Yes"
10642,Paint brush,can_be_used_for_polishing,0,tool,"In one word, Yes/No: Can paint brushes be used for polishing ?","

No"
10643,Paint brush,can_be_used_for_shaping_metal,1,tool,"In one word, Yes/No: Can paint brushes be used for shaping metal ?","

Can paint brushes be used for shaping metal?"
10644,Paint brush,can_be_used_for_self-defense,1,tool,"In one word, Yes/No: Can paint brushes be used for self-defense ?","

Can paint brushes be used for self-defense? Yes"
10645,Paint brush,can_be_used_for_starting_fires,1,tool,"In one word, Yes/No: Can paint brushes be used for starting fires ?","

Can paint brushes be used for starting fires?"
10646,Paint brush,can_be_used_for_tapping things,1,tool,"In one word, Yes/No: Can paint brushes be used for tapping things ?","

Can paint brushes be used for tapping things?"
10647,Paint brush,can_be_used_on_carpets,1,tool,"In one word, Yes/No: Can paint brushes be used on carpets ?","

Can paint brushes be used on carpets?"
10648,Paint brush,can_be_used_for_various_purposes,1,tool,"In one word, Yes/No: Can paint brushes be used for various purposes ?","

Can paint brushes be used for various purposes?"
10649,Paint brush,can_be_used_on_hard_floors,1,tool,"In one word, Yes/No: Can paint brushes be used on hard floors ?","

Can paint brushes be used on hard floors?"
10650,Paint brush,can_be_used_on_upholstery,1,tool,"In one word, Yes/No: Can paint brushes be used on upholstery ?","

Can paint brushes be used on upholstery?"
10651,Paint brush,can_be_used_on_surfaces,1,tool,"In one word, Yes/No: Can paint brushes be used on surfaces ?","

Can paint brushes be used on surfaces?"
10652,Paint brush,can_be_used_on_various_surfaces,1,tool,"In one word, Yes/No: Can paint brushes be used on various surfaces ?","

Can paint brushes be used on various surfaces?"
10653,Paint brush,can_be_used_to_cut_through_wood,0,tool,"In one word, Yes/No: Can paint brushes be used to cut through wood ?","

No"
10654,Paint brush,can_be_used_to_cut_through_metal,1,tool,"In one word, Yes/No: Can paint brushes be used to cut through metal ?","

Can paint brushes be used to cut through metal?"
10655,Paint brush,can_be_used_to_cut_through_plastic,1,tool,"In one word, Yes/No: Can paint brushes be used to cut through plastic ?","

Can paint brushes be used to cut through plastic?"
10656,Paint brush,can_be_used_to_cut_lumber,1,tool,"In one word, Yes/No: Can paint brushes be used to cut lumber ?","

Can paint brushes be used to cut lumber?"
10657,Paint brush,can_be_used_to_cut_things,1,tool,"In one word, Yes/No: Can paint brushes be used to cut things ?","

Yes"
10658,Paint brush,can_be_used_to_cut_through_a_variety_of_materials,1,tool,"In one word, Yes/No: Can paint brushes be used to cut through a variety of materials ?","

Can paint brushes be used to cut through a variety of materials?"
10659,Paint brush,can_be_very_small,1,tool,"In one word, Yes/No: Can paint brushes be very small ?","

Yes"
10660,Paint brush,can_be_used_with_mallet,0,tool,"In one word, Yes/No: Can paint brushes be used with mallet ?","

No"
10661,Paint brush,can_carve_material,0,tool,"In one word, Yes/No: Can paint brushes carve material ?","

No"
10662,Paint brush,can_breathe_through_skin,1,tool,"In one word, Yes/No: Can paint brushes breathe through skin ?","

Yes"
10663,Paint brush,can_be_very_long,0,tool,"In one word, Yes/No: Can paint brushes be very long ?","

No"
10664,Paint brush,can_breathe_air,0,tool,"In one word, Yes/No: Can paint brushes breathe air ?","

No"
10665,Paint brush,can_camouflage,1,tool,"In one word, Yes/No: Can paint brushes camouflage ?","

Yes"
10666,Paint brush,can_blend_with_surroundings,0,tool,"In one word, Yes/No: Can paint brushes blend with surroundings ?","

No"
10667,Paint brush,can_be_used_to_make_precision_cuts_in_woodworking,1,tool,"In one word, Yes/No: Can paint brushes be used to make precision cuts in woodworking ?","

Can paint brushes be used to make precision cuts in woodworking?"
10668,Paint brush,can_be_used_to_trimm_tree_branches,1,tool,"In one word, Yes/No: Can paint brushes be used to trimm tree branches ?","

Can paint brushes be used to trimm tree branches?"
10669,Paint brush,can_change_color,1,tool,"In one word, Yes/No: Can paint brushes change color ?","

Yes"
10670,Paint brush,can_clean_carpets,0,tool,"In one word, Yes/No: Can paint brushes clean carpets ?","

No"
10671,Paint brush,can_clean_hard_floors,1,tool,"In one word, Yes/No: Can paint brushes clean hard floors ?","

Yes"
10672,Paint brush,can_clean_floors,0,tool,"In one word, Yes/No: Can paint brushes clean floors ?","

No"
10673,Paint brush,can_clean_upholstery,1,tool,"In one word, Yes/No: Can paint brushes clean upholstery ?","

Yes"
10674,Paint brush,can_climb_trees,1,tool,"In one word, Yes/No: Can paint brushes climb trees ?","

Yes"
10675,Paint brush,can_climb,0,tool,"In one word, Yes/No: Can paint brushes climb ?","

No"
10676,Paint brush,can_clean_crevices,1,tool,"In one word, Yes/No: Can paint brushes clean crevices ?","

Yes"
10677,Paint brush,can_climb_trees_easily,1,tool,"In one word, Yes/No: Can paint brushes climb trees easily ?","

Can paint brushes climb trees easily."
10678,Paint brush,can_climb_easily,1,tool,"In one word, Yes/No: Can paint brushes climb easily ?","

Yes"
10679,Paint brush,can_climb_walls,1,tool,"In one word, Yes/No: Can paint brushes climb walls ?","

Yes"
10680,Paint brush,can_create_clean_cuts,0,tool,"In one word, Yes/No: Can paint brushes create clean cuts ?","

No"
10681,Paint brush,can_create_straight_cuts,1,tool,"In one word, Yes/No: Can paint brushes create straight cuts ?","

Yes"
10682,Paint brush,can_cut_things,1,tool,"In one word, Yes/No: Can paint brushes cut things ?","

Yes"
10683,Paint brush,can_create_details,1,tool,"In one word, Yes/No: Can paint brushes create details ?","

Yes"
10684,Paint brush,can_cut_material,1,tool,"In one word, Yes/No: Can paint brushes cut material ?","

Yes"
10685,Paint brush,can_create_decorative_details,0,tool,"In one word, Yes/No: Can paint brushes create decorative details ?","

No"
10686,Paint brush,can_cut,1,tool,"In one word, Yes/No: Can paint brushes cut ?","

Can paint brushes cut?"
10687,Paint brush,can_cut_wood,1,tool,"In one word, Yes/No: Can paint brushes cut wood ?","

Can paint brushes cut wood?"
10688,Paint brush,can_cut_grass,1,tool,"In one word, Yes/No: Can paint brushes cut grass ?","

Can paint brushes cut grass?"
10689,Paint brush,can_fly,0,tool,"In one word, Yes/No: Can paint brushes fly ?","

No"
10690,Paint brush,can_glide,0,tool,"In one word, Yes/No: Can paint brushes glide ?","

No"
10691,Paint brush,can_grip_a_bolt_tightly,0,tool,"In one word, Yes/No: Can paint brushes grip a bolt tightly ?","

No"
10692,Paint brush,can_grip_bolts_of_different_sizes,1,tool,"In one word, Yes/No: Can paint brushes grip bolts of different sizes ?","

Yes"
10693,Paint brush,can_grip_different_types_of_bolts,0,tool,"In one word, Yes/No: Can paint brushes grip different types of bolts ?","

No"
10694,Paint brush,can_grip_a_bolt,0,tool,"In one word, Yes/No: Can paint brushes grip a bolt ?","

No"
10695,Paint brush,can_grip_onto_things,1,tool,"In one word, Yes/No: Can paint brushes grip onto things ?","

Yes"
10696,Paint brush,can_grow_over_10_feet,1,tool,"In one word, Yes/No: Can paint brushes grow over 10 feet ?","

Yes"
10697,Paint brush,can_grow_over_a_foot_long,0,tool,"In one word, Yes/No: Can paint brushes grow over a foot long ?","

No"
10698,Paint brush,can_grip_bolts,1,tool,"In one word, Yes/No: Can paint brushes grip bolts ?","

Can paint brushes grip bolts with out any issues."
10699,Paint brush,can_grow_up_to_12_feet,1,tool,"In one word, Yes/No: Can paint brushes grow up to 12 feet ?","

Yes"
10700,Paint brush,can_hold_onto_things,0,tool,"In one word, Yes/No: Can paint brushes hold onto things ?","

No"
10701,Paint brush,can_grow_up_to_8-10_inches,1,tool,"In one word, Yes/No: Can paint brushes grow up to 8-10 inches ?","

Yes"
10702,Paint brush,can_hold_breath_for_long_periods_of_time,0,tool,"In one word, Yes/No: Can paint brushes hold breath for long periods of time ?","

No"
10703,Paint brush,can_grow_up_to_30_cm,0,tool,"In one word, Yes/No: Can paint brushes grow up to 30 cm ?","

No"
10704,Paint brush,can_hold_knife_with_handle,0,tool,"In one word, Yes/No: Can paint brushes hold knife with handle ?","

No"
10705,Paint brush,can_have_different_materials_on_handle,1,tool,"In one word, Yes/No: Can paint brushes have different materials on handle ?","

Yes"
10706,Paint brush,can_jump,1,tool,"In one word, Yes/No: Can paint brushes jump ?","

Yes"
10707,Paint brush,can_inflate_bodies,0,tool,"In one word, Yes/No: Can paint brushes inflate bodies ?","

No"
10708,Paint brush,can_lay_eggs,1,tool,"In one word, Yes/No: Can paint brushes lay eggs ?","

Yes"
10709,Paint brush,can_live_in_saltwater,1,tool,"In one word, Yes/No: Can paint brushes live in saltwater ?","

Yes"
10710,Paint brush,can_jump_high,1,tool,"In one word, Yes/No: Can paint brushes jump high ?","

Yes"
10711,Paint brush,can_inject_venom,1,tool,"In one word, Yes/No: Can paint brushes inject venom ?","

Yes"
10712,Paint brush,can_live_for_50_years,1,tool,"In one word, Yes/No: Can paint brushes live for 50 years ?","

Yes"
10713,Paint brush,can_lay_up_to_20000_eggs_at_a_time,0,tool,"In one word, Yes/No: Can paint brushes lay up to 20000 eggs at a time ?","

No"
10714,Paint brush,can_live_in_freshwater,0,tool,"In one word, Yes/No: Can paint brushes live in freshwater ?","

No"
10715,Paint brush,can_live_in_brackish_water,1,tool,"In one word, Yes/No: Can paint brushes live in brackish water ?","

Paint brushes can live in brackish water, but they should be removed if they become wet."
10716,Paint brush,can_live_up_to_20_years,1,tool,"In one word, Yes/No: Can paint brushes live up to 20 years ?","

Yes"
10717,Paint brush,can_live_long,1,tool,"In one word, Yes/No: Can paint brushes live long ?","

Yes"
10718,Paint brush,can_regenerate_limbs,1,tool,"In one word, Yes/No: Can paint brushes regenerate limbs ?","

Yes"
10719,Paint brush,can_measure_the_torque_applied_to_a_bolt,0,tool,"In one word, Yes/No: Can paint brushes measure the torque applied to a bolt ?","

No"
10720,Paint brush,can_live_up_to_20_years_in_the_wild,1,tool,"In one word, Yes/No: Can paint brushes live up to 20 years in the wild ?","

Yes"
10721,Paint brush,can_range_in_color,0,tool,"In one word, Yes/No: Can paint brushes range in color ?","

No"
10722,Paint brush,can_live_up_to_30_years,1,tool,"In one word, Yes/No: Can paint brushes live up to 30 years ?","

Yes"
10723,Paint brush,can_mulch,0,tool,"In one word, Yes/No: Can paint brushes mulch ?","

No"
10724,Paint brush,can_pour,1,tool,"In one word, Yes/No: Can paint brushes pour ?","

Can paint brushes pour?"
10725,Paint brush,can_remove_excess_material,0,tool,"In one word, Yes/No: Can paint brushes remove excess material ?","

No"
10726,Paint brush,can_remove_material,1,tool,"In one word, Yes/No: Can paint brushes remove material ?","

Yes"
10727,Paint brush,can_run_fast,1,tool,"In one word, Yes/No: Can paint brushes run fast ?","

Yes"
10728,Paint brush,can_smell_with_tongue,1,tool,"In one word, Yes/No: Can paint brushes smell with tongue ?","

Yes"
10729,Paint brush,can_spit,1,tool,"In one word, Yes/No: Can paint brushes spit ?","

Yes"
10730,Paint brush,can_shed_skin,1,tool,"In one word, Yes/No: Can paint brushes shed skin ?","

Yes"
10731,Paint brush,can_run,1,tool,"In one word, Yes/No: Can paint brushes run ?","

Can paint brushes run? No"
10732,Paint brush,can_stay_underwater,1,tool,"In one word, Yes/No: Can paint brushes stay underwater ?","

Can paint brushes stay underwater?"
10733,Paint brush,can_see_and_hear_while_body_are_submerged,1,tool,"In one word, Yes/No: Can paint brushes see and hear while body are submerged ?","

Yes"
10734,Paint brush,can_spit_up_to_10_feet,0,tool,"In one word, Yes/No: Can paint brushes spit up to 10 feet ?","

No"
10735,Paint brush,can_stay_submerged_for_long_periods_of_time,1,tool,"In one word, Yes/No: Can paint brushes stay submerged for long periods of time ?","

Can paint brushes stay submerged for long periods of time?"
10736,Paint brush,can_stay_underwater_for_long_periods_of_time,1,tool,"In one word, Yes/No: Can paint brushes stay underwater for long periods of time ?","

Yes"
10737,Paint brush,can_vary_in_color,0,tool,"In one word, Yes/No: Can paint brushes vary in color ?","

No"
10738,Paint brush,can_suck_up_small_particles_from_surfaces,0,tool,"In one word, Yes/No: Can paint brushes suck up small particles from surfaces ?","

No"
10739,Paint brush,can_suck_up_dust,0,tool,"In one word, Yes/No: Can paint brushes suck up dust ?","

No"
10740,Paint brush,can_taste_with_tongue,0,tool,"In one word, Yes/No: Can paint brushes taste with tongue ?","

No"
10741,Paint brush,can_swim_long_distances,1,tool,"In one word, Yes/No: Can paint brushes swim long distances ?","

Yes"
10742,Paint brush,can_suck_up_dirt,0,tool,"In one word, Yes/No: Can paint brushes suck up dirt ?","

No"
10743,Paint brush,can_swim,0,tool,"In one word, Yes/No: Can paint brushes swim ?","

No"
10744,Paint brush,can_stick_to_surfaces,1,tool,"In one word, Yes/No: Can paint brushes stick to surfaces ?","

Yes"
10745,Paint brush,can_vary_in_shape,1,tool,"In one word, Yes/No: Can paint brushes vary in shape ?","

Can paint brushes vary in shape?"
10746,Paint brush,can_vary_in_shell_color,0,tool,"In one word, Yes/No: Can paint brushes vary in shell color ?","

No"
10747,Paint brush,can_withdraw_head,0,tool,"In one word, Yes/No: Can paint brushes withdraw head ?","

No"
10748,Paint brush,can_vary_in_size,0,tool,"In one word, Yes/No: Can paint brushes vary in size ?","

No"
10749,Paint brush,can_withdraw_legs,0,tool,"In one word, Yes/No: Can paint brushes withdraw legs ?","

No"
10750,Paint brush,can_work_in_confined_spaces,0,tool,"In one word, Yes/No: Can paint brushes work in confined spaces ?","

No"
10751,Paint brush,eats_birds,1,tool,"In one word, Yes/No: Do paint brushes eat birds ?","

Do paint brushes eat birds?"
10752,Paint brush,eats_animals,1,tool,"In one word, Yes/No: Do paint brushes eat animals ?","

Do paint brushes eat animals?"
10753,Paint brush,eats_insects,1,tool,"In one word, Yes/No: Do paint brushes eat insects ?","

Do paint brushes eat insects?"
10754,Paint brush,eats_mammals,1,tool,"In one word, Yes/No: Do paint brushes eat mammals ?","

Do paint brushes eat mammals?"
10755,Paint brush,eats_other_animals,1,tool,"In one word, Yes/No: Do paint brushes eat other animals ?","

Do paint brushes eat other animals?"
10756,Paint brush,eats_reptiles,1,tool,"In one word, Yes/No: Do paint brushes eat reptiles ?","

Do paint brushes eat snakes?"
10757,Paint brush,have_0.045_inches_thickness,0,tool,"In one word, Yes/No: Do paint brushes have 0.045 inches thickness ?","

No"
10758,Paint brush,eats_worms,1,tool,"In one word, Yes/No: Do paint brushes eat worms ?","

Do paint brushes eat worms?"
10759,Paint brush,have_a_Chuck,1,tool,"In one word, Yes/No: Do paint brushes have a a Chuck ?","

Do paint brushes have a a Chuck?"
10760,Paint brush,have_HEPA_filter,0,tool,"In one word, Yes/No: Do paint brushes have a HEPA filter ?","

No"
10761,Paint brush,have_T-handle,0,tool,"In one word, Yes/No: Do paint brushes have a T-handle ?","

No"
10762,Paint brush,eats_small_mammals,1,tool,"In one word, Yes/No: Do paint brushes eat small mammals ?","

Do paint brushes eat small mammals."
10763,Paint brush,have_D-grip_handle,1,tool,"In one word, Yes/No: Do paint brushes have a D-grip handle ?","

The D-grip handle on all paint brushes gives a bit more control over the tool as you work."
10764,Paint brush,eats_small_animals,1,tool,"In one word, Yes/No: Do paint brushes eat small animals ?","

Do paint brushes eat small animals."
10765,Paint brush,eats_small_insects,1,tool,"In one word, Yes/No: Do paint brushes eat small insects ?","

Do paint brushes eat small insects."
10766,Paint brush,have_a_blade,1,tool,"In one word, Yes/No: Do paint brushes have a a blade ?","

A blade on a paintbrush is used to help pick up and remove dirt, dust, and other allergens. Yes"
10767,Paint brush,have_a_bolt,0,tool,"In one word, Yes/No: Do paint brushes have a a bolt ?","

No"
10768,Paint brush,have_a_dustbin,1,tool,"In one word, Yes/No: Do paint brushes have a a dustbin ?","

Yes"
10769,Paint brush,have_a_range_of_different_sizes,1,tool,"In one word, Yes/No: Do paint brushes have a range of different sizes ?","

Do paint brushes have a range of different sizes?

Yes"
10770,Paint brush,have_a_ratchet,0,tool,"In one word, Yes/No: Do paint brushes have a a ratchet ?","

No"
10771,Paint brush,have_a_cap,0,tool,"In one word, Yes/No: Do paint brushes have a a cap ?","

A brush has a cap because it is afraid of getting soapy water."
10772,Paint brush,have_a_nut,0,tool,"In one word, Yes/No: Do paint brushes have a a nut ?","

A nut is a type of tool that is used in painting that is called a jigsaw."
10773,Paint brush,have_a_head,0,tool,"In one word, Yes/No: Do paint brushes have a a head ?","

A head on a paint brush is to have the end of the brush with the human head."
10774,Paint brush,have_a_tip,1,tool,"In one word, Yes/No: Do paint brushes have a a tip ?","

Yes"
10775,Paint brush,have_a_washer,1,tool,"In one word, Yes/No: Do paint brushes have a a washer ?","

Yes"
10776,Paint brush,have_an_end,1,tool,"In one word, Yes/No: Do paint brushes have a an end ?","

Yes"
10777,Paint brush,have_a_collar,0,tool,"In one word, Yes/No: Do paint brushes have a a collar ?","

A collar on a paint brush tells you that it isritually worth money and has a purpose. A collar shows that the brush is quality material that should be used properly."
10778,Paint brush,have_a_screw,0,tool,"In one word, Yes/No: Do paint brushes have a a screw ?","

A screw is a piece of metal that allows a tool to be tightened down by a screw."
10779,Paint brush,have_a_handle,0,tool,"In one word, Yes/No: Do paint brushes have a a handle ?","

A handle on a paint brush is to place it against another object so that it will hold onto the object if it is required to."
10780,Paint brush,have_a_socket,0,tool,"In one word, Yes/No: Do paint brushes have a a socket ?","

No"
10781,Paint brush,have_a_shaft,1,tool,"In one word, Yes/No: Do paint brushes have a a shaft ?","

A Yes. A No."
10782,Paint brush,have_a_spout,1,tool,"In one word, Yes/No: Do paint brushes have a a spout ?","

A yes is Spout."
10783,Paint brush,have_a_ferrule,1,tool,"In one word, Yes/No: Do paint brushes have a a ferrule ?","

A ferrule is a natural part of paint brush typing and is responsible for ensuring that the bristles of the brush are Afghani-uniquely order from an online store.

Yes"
10784,Paint brush,have_backbone,1,tool,"In one word, Yes/No: Do paint brushes have a backbone ?","

Yes"
10785,Paint brush,have_bag,1,tool,"In one word, Yes/No: Do paint brushes have a bag ?","

Yes"
10786,Paint brush,have_beveled_blade_edge,0,tool,"In one word, Yes/No: Do paint brushes have a beveled blade edge ?","

No"
10787,Paint brush,have_beak-like_mouth,1,tool,"In one word, Yes/No: Do paint brushes have a beak-like mouth ?","

Yes"
10788,Paint brush,have_big_head,0,tool,"In one word, Yes/No: Do paint brushes have a big head ?","

No"
10789,Paint brush,have_arms,1,tool,"In one word, Yes/No: Do paint brushes have arms ?","

Do paint brushes have arms?"
10790,Paint brush,have_bent_handle,1,tool,"In one word, Yes/No: Do paint brushes have a bent handle ?","

Do paint brushes have a bent handle? Yes"
10791,Paint brush,have_base,1,tool,"In one word, Yes/No: Do paint brushes have a base ?","

Do paint brushes have a base?"
10792,Paint brush,have_attachment,1,tool,"In one word, Yes/No: Do paint brushes have a attachment ?","

Do paint brushes have an attachment?"
10793,Paint brush,have_blade,1,tool,"In one word, Yes/No: Do paint brushes have a blade ?","

Yes"
10794,Paint brush,have_blade_edge,1,tool,"In one word, Yes/No: Do paint brushes have a blade edge ?","

Yes"
10795,Paint brush,have_blade_set_into_metal_handle,0,tool,"In one word, Yes/No: Do paint brushes have a blade set into metal handle ?","

 blade set into metal handle"
10796,Paint brush,have_blade_set_into_plastic_handle,0,tool,"In one word, Yes/No: Do paint brushes have a blade set into plastic handle ?","

No"
10797,Paint brush,have_blades,1,tool,"In one word, Yes/No: Do paint brushes have blades ?","

Yes"
10798,Paint brush,have_blade_that_spins,1,tool,"In one word, Yes/No: Do paint brushes have blade that spins ?","

Yes"
10799,Paint brush,have_blade_set_into_wooden_handle,0,tool,"In one word, Yes/No: Do paint brushes have a blade set into wooden handle ?","

No"
10800,Paint brush,have_blade_cover,1,tool,"In one word, Yes/No: Do paint brushes have a blade cover ?","

Do paint brushes have a blade cover?

Yes"
10801,Paint brush,have_blades_in_deck,0,tool,"In one word, Yes/No: Do paint brushes have a blades in deck ?","

No"
10802,Paint brush,have_blade_attached_to_handle,0,tool,"In one word, Yes/No: Do paint brushes have a blade attached to handle ?","

A brush with a blade attached to the handle has a more intense paint sheen, and is therefore better for doing large jobs."
10803,Paint brush,have_blunt_end,0,tool,"In one word, Yes/No: Do paint brushes have a blunt end ?","

No"
10804,Paint brush,have_claws,1,tool,"In one word, Yes/No: Do paint brushes have claws ?","

Yes"
10805,Paint brush,have_bumpy_skin,1,tool,"In one word, Yes/No: Do paint brushes have a bumpy skin ?","

Yes"
10806,Paint brush,have_comfortable_handle,1,tool,"In one word, Yes/No: Do paint brushes have a comfortable handle ?","

Yes"
10807,Paint brush,have_compressed_body,0,tool,"In one word, Yes/No: Do paint brushes have a compressed body ?","

No"
10808,Paint brush,have_bodies,1,tool,"In one word, Yes/No: Do paint brushes have bodies ?","

Do paint brushes have bodies?"
10809,Paint brush,have_body,0,tool,"In one word, Yes/No: Do paint brushes have a body ?","

A brush has a body because it is made of hair."
